id,sentence,tags
524,Ik hoop dat alles goed met je gaat.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
525,"Als je het leuk vindt, kunnen we binnenkort een biertje drinken.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
526,Groet van Farshad ૧ elia@online.nl Aan: farshad@online.nl Onderwerp: RE: Hoe gaat het?,Syntax:Interrogative
527,"Hoi Farshad, 12 maart 08:45 Bedankt voor je e-mail.",Syntax:Declarative
528,Leuk dat je mijn broer in de trein bent tegengekomen!,"Syntax:Exclamatory, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
529,Mijn vader is inderdaad vorige maand overleden.,Syntax:Declarative
530,"Ik mis hem wel, maar ik ben niet heel verdrietig.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Particle:Wel, Modality:Negation:Niet"
531,Hij was al 91 en hij heeft een mooi leven gehad.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
532,"Mijn moeder leeft gelukkig nog wel, en ik heb nog veel tantes en ooms.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Wel"
533,Wat een leuke herinneringen heb je!,Syntax:Exclamatory
534,"Mijn vader was inderdaad heel grappig, maar ik schaamde me vroeger altijd voor zijn grapjes.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
535,Volgens mijn moeder ben ik net zo vrolijk als hij.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
536,"En net zo ongeduldig en eigenwijs, zegt ze.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
537,"Ons karakter was bijna hetzelfde, maar ons uiterlijk niet.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Niet"
538,Mijn vader had steil haar en een lichtere huid.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
539,Hij was vroeger blond.,Syntax:Declarative
540,"En hij was 1 meter 90, dus veel langer dan wij.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
541,Mijn broer en ik lijken meer op onze moeder.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
542,"We hebben dezelfde lengte en alle drie grote oren, haha.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
543,Een biertje drinken lijkt me leuk!,Syntax:Exclamatory
544,Kun je me je telefoonnummer sturen?,Syntax:Interrogative
545,Dan bel ik je even.,"Syntax:Declarative, Modality:Particle:Even"
546,Groeten!,Syntax:Exclamatory
547,Hebben we alles geregeld?,"Syntax:Interrogative, Verb:Tense:Perfectum"
548,Mirjam gaat over twee maanden met Jeroen trouwen.,Syntax:Declarative
549,Ze praat met haar moeder over de bruiloft.,Syntax:Declarative
550,"Mirjam Mam, ik vind het nu al spannend.",Syntax:Declarative
551,Ik hoop dat ik aan alles heb gedacht.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
552,Moeder Wat hebben jullie al geregeld?,"Syntax:Interrogative, Verb:Tense:Perfectum"
553,Is je trouwjurk bijvoorbeeld al klaar?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
554,"Mirjam Ja, maar het pak voor Jeroen nog niet.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Niet"
555,Dat kan hij dit weekend ophalen.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
556,Moeder En hebben jullie de ringen al?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
557,Mirjam Die gaan we morgen samen uitzoeken.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
558,"Moeder Oké, zijn de uitnodigingen voor het feest al verstuurd?","Syntax:Interrogative, Verb:Tense:Perfectum"
559,"Mirjam Nee, die versturen we dit weekend, als ze klaar zijn.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
560,"Moeder Mooi, en hoeveel gasten verwachten jullie?","Syntax:Interrogative, Syntax:Connectivity:Coordinate"
561,"Mirjam Nou, zeker honderd.","Syntax:Declarative, Modality:Particle:Nou"
562,Moeder Heb je alle adressen gecontroleerd?,"Syntax:Interrogative, Verb:Tense:Perfectum"
563,Ben je niemand vergeten?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Verb:Tense:Perfectum"
564,"Mirjam Uhm, hopelijk niet...","Syntax:Declarative, Modality:Negation:Niet"
565,Moeder Hebben jullie het stadhuis geregeld?,"Syntax:Interrogative, Verb:Tense:Perfectum"
566,En de feestruimte?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
567,"Mirjam Ja, om twee uur moeten we in het stadhuis zijn.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
568,En de feestruimte hebben we vanaf acht uur gehuurd.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
569,Moeder Oké.,Syntax:Declarative
570,Even denken...,"Syntax:Declarative, Modality:Particle:Even"
571,"Eten, drinken, muziek?",Syntax:Interrogative
572,"Mirjam Ja, ja en ja.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
573,We hebben een enorme taart besteld!,"Syntax:Exclamatory, Verb:Tense:Perfectum"
574,"Moeder Lekker, zeg.",Syntax:Declarative
575,En wie maakt de foto's?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
576,Mirjam We moeten nog een fotograaf regelen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
577,"Jeroen kent een fotograaf die mooie foto's kan maken, maar ik moet hem nog bellen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
578,"Moeder Nou, dan zijn jullie hartstikke goed voorbereid, volgens mij.","Syntax:Declarative, Modality:Particle:Nou"
579,Hebben jullie trouwens jullie huwelijksreis al geregeld?,"Syntax:Interrogative, Verb:Tense:Perfectum"
580,"Mirjam Nee, nog niet.","Syntax:Declarative, Modality:Negation:Niet"
581,"Jeroen wil graag een maand door Azië reizen, maar dat lijkt me niets.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
582,"Ik wil gewoon een weekje naar Spanje, ofzo, lekker uitrusten in een hotel.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
583,Moeder Papa en ik gingen ook naar Spanje.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
584,"Ik herinner me onze huwelijksreis nog goed, het regende de hele week en papa werd ziek.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
585,"Mirjam Haha, wat een pech!",Syntax:Exclamatory
586,"O ja, mama, waar moeten opa en oma na de bruiloft slapen?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
587,Kunnen die een nachtje bij jullie logeren?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
588,"Moeder Ja, natuurlijk, maak je maar geen zorgen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Geen"
589,"Mirjam Oei, ik bedenk ineens dat ik de kapper nog niet heb gebeld!","Syntax:Exclamatory, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
590,"Moeder Oh ja, dat is wel belangrijk.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Wel"
591,En heb je eigenlijk al een bruidsboeket uitgezocht?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
592,"Mirjam Oh nee, de bloemen ben ik helemaal vergeten!","Syntax:Exclamatory, Verb:Tense:Perfectum"
593,"Mam, nu word ik echt nerveus!",Syntax:Exclamatory
594,Ali zit bij de kapper.,Syntax:Declarative
595,"Kapper Ali Ha Ali, ga hier maar zitten.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
596,Sinds wanneer heb je een baard?,Syntax:Interrogative
597,Dat is een hele verandering in je gezicht.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
598,"Ja, leuk hè?",Syntax:Interrogative
599,Ik had geen zin meer om me te scheren.,"Syntax:Declarative, Verb:Cluster:Om-Te, Modality:Negation:Geen"
600,Andere stem Wil je iets drinken?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
601,Ali Koffie graag.,Syntax:Declarative
602,Ali Andere stem Espresso of cappuccino?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
603,Doe maar een espresso.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
604,"Kapper Wat is je haar lang, het is hard gegroeid.","Syntax:Declarative, Verb:Tense:Perfectum"
605,Wanneer ben je hier voor het laatst geweest?,"Syntax:Interrogative, Verb:Tense:Perfectum"
606,Ali Dat is wel drie maanden geleden.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Particle:Wel"
607,Kapper Heb je het druk?,Syntax:Interrogative
608,"AT Ali Ja, nogal, ik ben net verhuisd.","Syntax:Declarative, Verb:Tense:Perfectum"
609,"Kapper Oh, waar naartoe?",Syntax:Interrogative
610,Ali Naar de Koestraat.,Syntax:Declarative
611,"Kapper Leuk, lekker in het centrum.",Syntax:Declarative
612,"Ali Ja, en dichterbij mijn werk.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
613,Kapper Wat doe je ook alweer?,Syntax:Interrogative
614,Ali Ali Kapper Ali Kapper AT Ik ben psycholoog.,Syntax:Declarative
615,"O ja, nu weet ik het weer.",Syntax:Declarative
616,Je werkt met kinderen.,Syntax:Declarative
617,"Vertel, wat gaan we met je haar doen?","Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
618,Hoe wil je het hebben?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
619,Knip het maar lekker kort voor de zomer.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
620,"Ik ga het eerst even wassen, oké?","Syntax:Interrogative, Modality:Particle:Even"
621,"Oh, dat hoeft niet, ik heb het thuis al gewassen.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
622,Kapper Ik zie het.,Syntax:Declarative
623,Je wilt het dus kort.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
624,Weet je het zeker?,Syntax:Interrogative
625,Ali Kapper Ali AT Heb je een ander idee dan?,Syntax:Interrogative
626,"Nou, ik vind het wel mooi als het kort bij je oren is.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Wel, Modality:Particle:Nou"
627,En kort in de nek.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
628,En dan laat ik de bovenkant wat langer.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
629,Ik twijfel.,Syntax:Declarative
630,Is mijn haar wel geschikt voor dat model?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Particle:Wel"
631,Kapper Zeker weten.,Syntax:Declarative
632,Het staat ook goed bij je baard en je gezicht.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
633,Ali AT Kapper Ali Kapper Je hebt me overtuigd.,Syntax:Declarative
634,"Doe maar, ik ben benieuwd.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Particle:Maar"
635,Ik laat je straks ook zien hoe je het moet föhnen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
636,Ik ga dus straks als een ontzettend knappe man naar buiten.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
637,Nog knapper dan je al bent.,"Syntax:Declarative, Verb:Tense:Perfectum"
638,Ivet zit bij de kapper.,Syntax:Declarative
639,Kapper Wat gaan we doen?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
640,Wat wil je?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
641,Ivet Wat denk je?,Syntax:Interrogative
642,Ik weet het niet zo goed.,"Syntax:Declarative, Modality:Negation:Niet"
643,"Kapper Met die mooie, dikke krullen van jou kan ik alles doen.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
644,Je haar zit altijd goed.,Syntax:Declarative
645,"Ivet Nou, maar ik moet wel een goede shampoo gebruiken, het is erg droog.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar, Modality:Particle:Wel, Modality:Particle:Nou"
646,Kapper Dat klopt.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
647,Kijk eens hier in de spiegel.,Syntax:Declarative
648,Zal ik het een beetje rond knippen?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
649,Het is nu recht.,Syntax:Declarative
650,"Ivet O ja, goed idee.",Syntax:Declarative
651,Kapper Moet ik het ook kleuren?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
652,"Je wordt al een beetje grijs, zie ik.",Syntax:Declarative
653,"Ivet Ja, doe maar.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
654,"Maak het maar wat lichter, wat blonder.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
655,Kapper Komt in orde.,Syntax:Declarative
656,Je bent lekker bruin.,"Syntax:Declarative, Verb:Tense:Perfectum"
657,Ben je op vakantie geweest?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Verb:Tense:Perfectum"
658,"Ivet Ja, naar Portugal.",Syntax:Declarative
659,Heerlijk.,Syntax:Declarative
660,Kapper Dat wil ik ook wel.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Wel"
661,Ivet Wanneer heb jij vakantie?,Syntax:Interrogative
662,"Kapper Oh, pas over anderhalve maand.",Syntax:Declarative
663,Het is nu nog te druk hier.,Syntax:Declarative
664,"In de zomervakantie sluit ik de zaak een week, dan kan ik weg.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
665,Ivet En waar ga je dan naartoe?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
666,Kapper Ik heb nog geen idee.,"Syntax:Declarative, Modality:Negation:Geen"
667,"Kom, doe je bril maar even af.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Particle:Even"
668,Ik ga je haar wassen.,Syntax:Declarative
669,Ik heb een speciale shampoo voor droog haar.,Syntax:Declarative
670,"En voordat ik ga föhnen, doe ik nog iets anders in je haar.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
671,Dat laat ik je straks wel zien.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Wel"
672,"Ivet Oh, dat is fijn.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
673,"ALS IK NIET SPORT, WORD IK CHAGRIJNIG Julia woont met haar vriend in Almelo.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
674,Ze werkt als ict'er.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Pronoun:Quantitative/Locative-Er"
675,In haar vrije tijd is ze altijd in beweging.,Syntax:Declarative
676,"Als ze niet op haar racefiets zit, loopt ze hard in het bos of traint ze in de sportschool.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
677,Was je als kind al zo sportief?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate"
678,"'O ja, ik kon geen minuut stilzitten, ik was altijd buiten.",Modality:Negation:Geen
679,Ik speelde graag voetbal met mijn buurjongetjes.,Syntax:Declarative
680,En ik zat op turnen.' Je was zeker geen meisje voor ballet?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Negation:Geen"
681,"'Nee, dat vond ik vreselijk.",Syntax:Connectivity:Subordinate
682,"Ik deed judo en later een teamsport, volleybal.' Wat bedoel je met 'later'?","Syntax:Interrogative, Syntax:Connectivity:Coordinate"
683,Op de middelbare school?,Syntax:Interrogative
684,"'Ja, ik ging volleybal spelen totdat ik ging studeren.",
685,Toen kreeg ik meer plezier in hardlopen.' En sinds wanneer ga je naar de sportschool?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
686,"'Sinds een jaar of tien, denk ik.",Syntax:Connectivity:Coordinate
687,"Met hardlopen en fietsen train je natuurlijk je conditie, maar verder alleen je beenspieren.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
688,De sportschool is echt fijn om alle spieren goed te trainen.' Wat betekent sporten voor jou?,"Syntax:Interrogative, Verb:Tense:Perfectum, Verb:Cluster:Om-Te"
689,"'Sporten is voor mij als eten, tandenpoetsen en werken.","Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
690,Het is een vast onderdeel van mijn leven.,Syntax:Declarative
691,"Ik heb het nodig, ik moet bewegen!","Syntax:Exclamatory, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal"
692,"Als ik niet sport, word ik chagrijnig.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
693,Op kantoor zit ik de hele dag achter een computer en dat is echt niet goed voor mijn humeur.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
694,Daarom ga ik op mijn racefiets naar het werk.,Syntax:Declarative
695,Goed voor mijn conditie en echt een lekker begin van de dag.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
696,"'s Avonds ga ik naar de sportschool, drie keer per week.",
697,En in het weekend sport ik natuurlijk buiten.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
698,Ik loop hard in het bos of ik fiets met een groepje.' Vind je het ook leuk om naar sport te kijken?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Cluster:Om-Te"
699,"'Ja, vrouwenvoetbal natuurlijk.",
700,Mijn vriend en ik zijn ook Ajaxsupporters.' Sport je vriend ook zoveel?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
701,'Hij is minder sportief.,
702,We hebben wel een tijdje samen in de sportschool getraind.,"Syntax:Declarative, Verb:Tense:Perfectum, Modality:Particle:Wel"
703,Maar hij vond het al gauw saai.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
704,"En omdat hij veel last van spierpijn had, hield hij op.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
705,"Hij heeft niet zoveel discipline als ik, maar hij is wel veel relaxter!'","Syntax:Exclamatory, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar, Modality:Particle:Wel, Modality:Negation:Niet"
706,Hij houdt van kunst Sven en Mark zijn collega's.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
707,Ze komen elkaar op de gang tegen.,Syntax:Declarative
708,"Sven Oh Mark, mag ik je iets vragen?","Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
709,Mark Natuurlijk.,Syntax:Declarative
710,Sven Ik heb je advies nodig.,Syntax:Declarative
711,Jij gaat regelmatig naar museums en zo.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
712,Kun je even met me meedenken?,"Syntax:Interrogative, Modality:Particle:Even"
713,Mark Ik luister.,Syntax:Declarative
714,Waar komt die interesse opeens vandaan?,Syntax:Interrogative
715,Krijg je je moeder op bezoek of zo?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
716,"Sven Nee, een vriend uit Mexico.",Syntax:Declarative
717,Hij komt naar Nederland en dan gaan we samen op stap.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
718,Maar ik weet niet zo goed wat we moeten doen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar, Modality:Negation:Niet"
719,Hij houdt namelijk van kunst en ik totaal niet...,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
720,Mark Jij gaat zeker liever wandelen en fietsen...,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
721,"Sven Precies, dat heb je goed geraden.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
722,Ik wil in ieder geval naar het Rijksmuseum in Amsterdam.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
723,En daarna weet ik het niet meer.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
724,"Mark Begin inderdaad maar gewoon met het Rijksmuseum, met de schilderijen uit de zeventiende eeuw.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
725,De Nachtwacht van Rembrandt vindt iedere toerist fantastisch.,Syntax:Declarative
726,Daar kunnen jullie wel een paar uur doorbrengen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Wel"
727,Sven Een paar uur?,Syntax:Interrogative
728,Dat houd ik echt niet vol!,"Syntax:Exclamatory, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
729,Dat is onmogelijk!,"Syntax:Exclamatory, Syntax:Connectivity:Subordinate"
730,"Mark Rustig maar, dat hoeft ook niet.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar, Modality:Negation:Niet"
731,"Dan ga je na een uur lekker naar buiten, wandelen langs de grachten.",Syntax:Declarative
732,Je kunt ook fietsen huren.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
733,"Sven Nee, ik ga liever wandelen, ik wil geen risico's nemen.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Geen"
734,Mijn vriend is niet gewend om in zo'n drukke stad te fietsen.,"Syntax:Declarative, Verb:Tense:Perfectum, Verb:Cluster:Om-Te, Modality:Negation:Niet"
735,Mark Dat snap ik.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
736,En verder... ik denk dat je vriend het Van Gogh Museum of het Stedelijk Museum ook wel mooi vindt.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Wel"
737,Sven Wat hebben ze in het Stedelijk Museum?,Syntax:Interrogative
738,Mark Moderne kunst.,Syntax:Declarative
739,"Sven Hm... twee museums op één dag is voor mij te veel, denk ik.",Syntax:Declarative
740,Mark Misschien 's avonds een popconcert ergens?,Syntax:Interrogative
741,"Sven Ja, leuk, 's avonds lekker eten en een concert.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
742,Mark Hoelang gaan jullie op stap?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
743,Sven Twee dagen.,Syntax:Declarative
744,Ik denk dat we de eerste dag in Amsterdam overnachten.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
745,"Mark Oké, en dan?","Syntax:Interrogative, Syntax:Connectivity:Coordinate"
746,"Sven Ja, en dan...","Syntax:Declarative, Syntax:Connectivity:Coordinate"
747,Mark Dan kun je bijvoorbeeld naar Maastricht.,Syntax:Declarative
748,Maastricht heeft een mooi oud centrum en ook veel leuke restaurants en cafés.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
749,Lekker bier hebben ze daar.,Syntax:Declarative
750,"Of je gaat naar Den Haag, als je vriend nog meer schilderijen wil zien.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
751,Het Mauritshuis in Den Haag is ook erg de moeite waard.,Syntax:Declarative
752,"Sven Dank, je hebt me op goede ideeën gebracht.","Syntax:Declarative, Verb:Tense:Perfectum"
753,"De rest kan ik zelf wel uitzoeken, denk ik.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Wel"
754,Ik ga vanavond op internet verder kijken.,Syntax:Declarative
755,Misschien blijven we wel in Amsterdam.,"Syntax:Declarative, Modality:Particle:Wel"
756,Daar is zoveel te doen.,"Syntax:Declarative, Verb:Cluster:Te-Infinitive"
757,"De Centrale bibliotheek in Den Haag Bent u weleens in dat mooie witte gebouw aan het Spui geweest, op nummer 68?","Syntax:Interrogative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
758,En hebt u op internet de enorme collectie van de Centrale Bibliotheek weleens bekeken?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
759,"De collectie Elke bibliotheek heeft boeken, voor volwassenen en kinderen.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
760,Maar wist u dat de Centrale Bibliotheek boeken in verschillende talen heeft?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar"
761,Voor luisterboeken en e-boeken hoeft u niet eens uit uw stoel te komen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Te-Infinitive, Modality:Negation:Niet"
762,Die downloadt u thuis.,Syntax:Declarative
763,"Als u toch liever naar het Spui komt, kunt u daar aan een leestafel kranten en tijdschriften lezen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Toch"
764,"U kunt uit Nederlandse en buitenlandse kranten kiezen, op papier of online.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
765,Via een app kunt u thuis rustig verder lezen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
766,"De keuze is enorm, want de bibliotheek biedt digitale kranten en tijdschriften in zestig verschillende talen aan.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
767,Luistert u liever naar muziek of kijkt u liever naar een film?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
768,"U kunt ook films, muziek en games lenen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
769,De totale collectie staat op onze website.,Syntax:Declarative
770,"Activiteiten Het hele jaar door organiseert de Centrale Bibliotheek lunchconcerten, cursussen en andere activiteiten.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
771,Het Taalhuis op de tweede verdieping heeft spreekuur voor mensen die hun Nederlands willen verbeteren.,"Syntax:Declarative, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal"
772,De medewerkers geven taaladviezen.,Syntax:Declarative
773,En op dinsdagmiddag vindt daar het Taalcafé plaats.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
774,In het Taalcafé kunt u samen met anderen Nederlands spreken.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
775,Het kost niets.,Syntax:Declarative
776,Meer informatie over onze activiteiten vindt u op de website.,Syntax:Declarative
777,Studeren en werken Is het thuis niet stil en wilt u rustig werken?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
778,Dan is de Centrale Bibliotheek een goede plek om te studeren.,"Syntax:Declarative, Verb:Cluster:Te-Infinitive"
779,Op de vijfde verdieping zijn speciale studieplekken die een gratis wifi- verbinding hebben.,Syntax:Declarative
780,"Veel studieplekken hebben een stopcontact, zodat u uw laptop of telefoon kunt opladen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
781,Bovendien hebt u direct toegang tot de collectie van de bibliotheek.,Syntax:Declarative
782,"Als u geen laptop hebt, kunt u één uur per dag een computer van de bibliotheek gebruiken.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Geen"
