id,sentence,tags
660,Kapper Dat wil ik ook wel.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | PRONOUN.1sg | PARTICLE.wel | SYNTAX.Subordinate-clause
661,Ivet Wanneer heb jij vakantie?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | TOPIC.Travel-leisure
662,"Kapper Oh, pas over anderhalve maand.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
663,Het is nu nog te druk hier.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.nog | DEGREE.te-excess
664,"In de zomervakantie sluit ik de zaak een week, dan kan ik weg.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERB.Separable-verb | ARTICLE.De | PRONOUN.1sg | MODALITY.Epistemic-kan
665,Ivet En waar ga je dan naartoe?,SENTENCE_TYPE.Wh-question | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register
666,Kapper Ik heb nog geen idee.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PARTICLE.nog | NEGATION.geen
667,"Kom, doe je bril maar even af.",SENTENCE_TYPE.Imperative | SENTENCE_TYPE.Imperative-softened | TENSE.Presens | VERB.Separable-verb | PRONOUN.2sg-informal | PARTICLE.maar | PARTICLE.even | CONNECTOR.maar-adversative | DISCOURSE.Informal-register
668,Ik ga je haar wassen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | PRONOUN.2sg-informal | PRONOUN.3sg-fem | DISCOURSE.Informal-register | TOPIC.Daily-life
669,Ik heb een speciale shampoo voor droog haar.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-fem | TOPIC.Daily-life
670,"En voordat ik ga föhnen, doe ik nog iets anders in je haar.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | PRONOUN.1sg | PRONOUN.2sg-informal | PRONOUN.3sg-fem | PRONOUN.Indefinite | PARTICLE.nog | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | TOPIC.Daily-life
671,Dat laat ik je straks wel zien.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Causative-laten | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.wel | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
672,"Ivet Oh, dat is fijn.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.Relative-clause | SYNTAX.Subordinate-clause | DISCOURSE.Backchannel-opener | DISCOURSE.Evaluative-stance
673,"ALS IK NIET SPORT, WORD IK CHAGRIJNIG Julia woont met haar vriend in Almelo.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-fem | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | TOPIC.Daily-life | TOPIC.Health | TOPIC.Relationships-family
674,Ze werkt als ict'er.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional
675,In haar vrije tijd is ze altijd in beweging.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Diminutive | NP.Noun-compound | PRONOUN.3sg-fem | PRONOUN.3pl | TOPIC.Daily-life
676,"Als ze niet op haar racefiets zit, loopt ze hard in het bos of traint ze in de sportschool.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | NP.Noun-compound | PRONOUN.3sg-fem | PRONOUN.3pl | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.of-alternative | TOPIC.Daily-life | TOPIC.Nature-environment
677,Was je als kind al zo sportief?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.al | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | TOPIC.Relationships-family
678,"'O ja, ik kon geen minuut stilzitten, ik was altijd buiten.",SENTENCE_TYPE.Negative-declarative | TENSE.Imperfectum | NP.Noun-compound | PRONOUN.1sg | NEGATION.geen
679,Ik speelde graag voetbal met mijn buurjongetjes.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.1sg
680,En ik zat op turnen.' Je was zeker geen meisje voor ballet?,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | TENSE.Plusquamperfectum | VERB.Reflexive | NP.Diminutive | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.zeker | NEGATION.geen | DISCOURSE.Informal-register
681,"'Nee, dat vond ik vreselijk.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | NP.Demonstrative | PRONOUN.1sg | SYNTAX.Subordinate-clause | DISCOURSE.Evaluative-stance
682,"Ik deed judo en later een teamsport, volleybal.' Wat bedoel je met 'later'?",SENTENCE_TYPE.Wh-question | TENSE.Imperfectum | PRONOUN.2sg-informal | CONNECTOR.en-additive | DISCOURSE.Informal-register
683,Op de middelbare school?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.De | TOPIC.Education
684,"'Ja, ik ging volleybal spelen totdat ik ging studeren.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | VERBCLUSTER.gaan-inf | PRONOUN.1sg | SYNTAX.Subordinate-clause | TOPIC.Education
685,Toen kreeg ik meer plezier in hardlopen.' En sinds wanneer ga je naar de sportschool?,SENTENCE_TYPE.Wh-question | TENSE.Imperfectum | ARTICLE.De | NP.Adjective-comparative | NP.Noun-compound | PRONOUN.1sg | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | CONNECTOR.en-additive | DISCOURSE.Informal-register
686,"'Sinds een jaar of tien, denk ik.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | SYNTAX.Subordinate-clause | CONNECTOR.of-alternative
687,"Met hardlopen en fietsen train je natuurlijk je conditie, maar verder alleen je beenspieren.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.maar | PARTICLE.natuurlijk | CONNECTOR.en-additive | CONNECTOR.maar-adversative | DISCOURSE.Informal-register | TOPIC.Health | TOPIC.Travel-leisure
688,De sportschool is echt fijn om alle spieren goed te trainen.' Wat betekent sporten voor jou?,SENTENCE_TYPE.Wh-question | TENSE.Presens | VERBCLUSTER.te-inf | NP.Noun-compound | PRONOUN.2sg-informal | PARTICLE.echt-intensifier | DEGREE.Intensifier | DISCOURSE.Informal-register | DISCOURSE.Evaluative-stance | TOPIC.Health
689,"'Sporten is voor mij als eten, tandenpoetsen en werken.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | CONNECTOR.en-additive | TOPIC.Daily-life
690,Het is een vast onderdeel van mijn leven.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg
691,"Ik heb het nodig, ik moet bewegen!",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | ARTICLE.Het | PRONOUN.1sg | MODALITY.Deontic-obligation | TOPIC.Health
692,"Als ik niet sport, word ik chagrijnig.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | NEGATION.niet | SYNTAX.Subordinate-clause | TOPIC.Health
693,Op kantoor zit ik de hele dag achter een computer en dat is echt niet goed voor mijn humeur.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.De | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.en-additive | TOPIC.Work-career
694,Daarom ga ik op mijn racefiets naar het werk.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.1sg | TOPIC.Work-career
695,Goed voor mijn conditie en echt een lekker begin van de dag.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.1sg | PARTICLE.echt-intensifier | DEGREE.Intensifier | CONNECTOR.en-additive | INFSTR.Topicalization-fronting | TOPIC.Health
696,"'s Avonds ga ik naar de sportschool, drie keer per week.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Noun-compound | PRONOUN.1sg
697,En in het weekend sport ik natuurlijk buiten.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.1sg | PARTICLE.natuurlijk | SYNTAX.Inversion-V2 | INFSTR.Topicalization-fronting | TOPIC.Daily-life | TOPIC.Health
698,Ik loop hard in het bos of ik fiets met een groepje.' Vind je het ook leuk om naar sport te kijken?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERBCLUSTER.te-inf | ARTICLE.Het | NP.Diminutive | PRONOUN.1sg | PRONOUN.2sg-informal | CONNECTOR.of-alternative | DISCOURSE.Informal-register | TOPIC.Media-entertainment | TOPIC.Daily-life | TOPIC.Health | TOPIC.Nature-environment
699,"'Ja, vrouwenvoetbal natuurlijk.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.natuurlijk
700,Mijn vriend en ik zijn ook Ajaxsupporters.' Sport je vriend ook zoveel?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | PRONOUN.3sg-masc | CONNECTOR.en-additive | DISCOURSE.Informal-register | TOPIC.Health | TOPIC.Relationships-family
701,'Hij is minder sportief.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Adjective-comparative | PRONOUN.3sg-masc
702,We hebben wel een tijdje samen in de sportschool getraind.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | ARTICLE.De | NP.Diminutive | NP.Noun-compound | PARTICLE.wel
703,Maar hij vond het al gauw saai.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.Het | PRONOUN.3sg-masc | PARTICLE.al
704,"En omdat hij veel last van spierpijn had, hield hij op.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | VERB.Separable-verb | PRONOUN.3sg-masc | SYNTAX.Subordinate-clause | CONNECTOR.omdat-causal | TOPIC.Health
705,"Hij heeft niet zoveel discipline als ik, maar hij is wel veel relaxter!'",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.maar | PARTICLE.wel | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | CONNECTOR.maar-adversative
706,Hij houdt van kunst Sven en Mark zijn collega's.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc | CONNECTOR.en-additive | TOPIC.Work-career | TOPIC.Relationships-family
707,Ze komen elkaar op de gang tegen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Reflexive | ARTICLE.De
708,"Sven Oh Mark, mag ik je iets vragen?",SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.mogen | VERBCLUSTER.modal-inf | PRONOUN.1sg | PRONOUN.2sg-informal | PRONOUN.Indefinite | MODALITY.Deontic-permission | DISCOURSE.Informal-register | DISCOURSE.Indirect-request
709,Mark Natuurlijk.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.natuurlijk
710,Sven Ik heb je advies nodig.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register
711,Jij gaat regelmatig naar museums en zo.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive
712,Kun je even met me meedenken?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.even | DISCOURSE.Informal-register
713,Mark Ik luister.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
714,Waar komt die interesse opeens vandaan?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
715,Krijg je je moeder op bezoek of zo?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | CONNECTOR.of-alternative | DISCOURSE.Informal-register | TOPIC.Relationships-family
716,"Sven Nee, een vriend uit Mexico.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Relationships-family
717,Hij komt naar Nederland en dan gaan we samen op stap.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | NP.Noun-compound | PRONOUN.1pl | CONNECTOR.en-additive
718,Maar ik weet niet zo goed wat we moeten doen.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | PRONOUN.1sg | PRONOUN.1pl | PRONOUN.Relative-clause | NEGATION.niet | MODALITY.Deontic-obligation | MODALITY.Epistemic-stance | DISCOURSE.Epistemic-stance
719,Hij houdt namelijk van kunst en ik totaal niet...,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | PARTICLE.namelijk | NEGATION.niet | CONNECTOR.en-additive
720,Mark Jij gaat zeker liever wandelen en fietsen...,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | NP.Adjective-comparative | PARTICLE.zeker | CONNECTOR.en-additive | TOPIC.Travel-leisure
721,"Sven Precies, dat heb je goed geraden.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
722,Ik wil in ieder geval naar het Rijksmuseum in Amsterdam.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | ARTICLE.Het | TOPIC.Travel-leisure
723,En daarna weet ik het niet meer.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | NP.Adjective-comparative | PRONOUN.1sg | NEGATION.niet | SYNTAX.Inversion-V2 | CONNECTOR.Temporal-sequence | INFSTR.Topicalization-fronting
724,"Mark Begin inderdaad maar gewoon met het Rijksmuseum, met de schilderijen uit de zeventiende eeuw.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | PARTICLE.maar | PARTICLE.gewoon | CONNECTOR.maar-adversative | TOPIC.Travel-leisure
725,De Nachtwacht van Rembrandt vindt iedere toerist fantastisch.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
726,Daar kunnen jullie wel een paar uur doorbrengen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.2pl | PARTICLE.wel | MODALITY.Epistemic-kan | INFSTR.Contrastive-focus
727,Sven Een paar uur?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
728,Dat houd ik echt niet vol!,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | VERB.Separable-verb | PRONOUN.1sg | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause
729,Dat is onmogelijk!,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | SYNTAX.Subordinate-clause
730,"Mark Rustig maar, dat hoeft ook niet.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.hoeven-neg | NP.Demonstrative | NEGATION.niet | NEGATION.hoeven-neg | SYNTAX.Subordinate-clause | CONNECTOR.maar-adversative
731,"Dan ga je na een uur lekker naar buiten, wandelen langs de grachten.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Travel-leisure
732,Je kunt ook fietsen huren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | MODALITY.Epistemic-kan | TOPIC.Travel-leisure
733,"Sven Nee, ik ga liever wandelen, ik wil geen risico's nemen.",SENTENCE_TYPE.Negative-declarative | TENSE.Futurum-gaan | MODAL.willen | VERBCLUSTER.modal-inf | VERBCLUSTER.gaan-inf | NP.Adjective-comparative | PRONOUN.1sg | NEGATION.geen | TOPIC.Travel-leisure
734,Mijn vriend is niet gewend om in zo'n drukke stad te fietsen.,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | VERBCLUSTER.te-inf | NEGATION.niet | TOPIC.Daily-life | TOPIC.Travel-leisure | TOPIC.Relationships-family
735,Mark Dat snap ik.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | SYNTAX.Subordinate-clause
736,En verder... ik denk dat je vriend het Van Gogh Museum of het Stedelijk Museum ook wel mooi vindt.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Demonstrative | PRONOUN.1sg | PRONOUN.2sg-informal | PARTICLE.wel | MODALITY.Epistemic-stance | SYNTAX.Subordinate-clause | CONNECTOR.of-alternative | DISCOURSE.Informal-register | DISCOURSE.Epistemic-stance | TOPIC.Travel-leisure | TOPIC.Relationships-family
737,Sven Wat hebben ze in het Stedelijk Museum?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | PRONOUN.3sg-fem | PRONOUN.3pl | TOPIC.Travel-leisure
738,Mark Moderne kunst.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
739,"Sven Hm... twee museums op één dag is voor mij te veel, denk ik.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | DEGREE.te-excess | DISCOURSE.Backchannel-opener
740,Mark Misschien 's avonds een popconcert ergens?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
741,"Sven Ja, leuk, 's avonds lekker eten en een concert.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive | DISCOURSE.Backchannel-opener | TOPIC.Daily-life | TOPIC.Travel-leisure
742,Mark Hoelang gaan jullie op stap?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2pl
743,Sven Twee dagen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
744,Ik denk dat we de eerste dag in Amsterdam overnachten.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Demonstrative | PRONOUN.1pl | SYNTAX.Subordinate-clause | TOPIC.Travel-leisure
745,"Mark Oké, en dan?",SENTENCE_TYPE.Yes-no-question | TENSE.Presens | CONNECTOR.en-additive | DISCOURSE.Backchannel-opener
746,"Sven Ja, en dan...",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive | DISCOURSE.Backchannel-opener
747,Mark Dan kun je bijvoorbeeld naar Maastricht.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Travel-leisure
748,Maastricht heeft een mooi oud centrum en ook veel leuke restaurants en cafés.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive | TOPIC.Housing-living
749,Lekker bier hebben ze daar.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-fem | PRONOUN.3pl
750,"Of je gaat naar Den Haag, als je vriend nog meer schilderijen wil zien.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.gaan-inf | NP.Adjective-comparative | PRONOUN.2sg-informal | PARTICLE.nog | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | TOPIC.Travel-leisure | TOPIC.Relationships-family
751,Het Mauritshuis in Den Haag is ook erg de moeite waard.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | DEGREE.Intensifier | TOPIC.Travel-leisure
752,"Sven Dank, je hebt me op goede ideeën gebracht.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register
753,"De rest kan ik zelf wel uitzoeken, denk ik.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.1sg | PARTICLE.wel | MODALITY.Epistemic-kan
754,Ik ga vanavond op internet verder kijken.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | NP.Noun-compound | TOPIC.Media-entertainment
755,Misschien blijven we wel in Amsterdam.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1pl | PARTICLE.wel | TOPIC.Travel-leisure
756,Daar is zoveel te doen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERBCLUSTER.te-inf
757,"De Centrale bibliotheek in Den Haag Bent u weleens in dat mooie witte gebouw aan het Spui geweest, op nummer 68?",SENTENCE_TYPE.Yes-no-question | TENSE.Perfectum | ARTICLE.Het | PRONOUN.2sg-formal-u | SYNTAX.Subordinate-clause | DISCOURSE.Formal-register-u | TOPIC.Travel-leisure
758,En hebt u op internet de enorme collectie van de Centrale Bibliotheek weleens bekeken?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-formal-u | TOPIC.Media-entertainment
759,"De collectie Elke bibliotheek heeft boeken, voor volwassenen en kinderen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive | TOPIC.Relationships-family
760,Maar wist u dat de Centrale Bibliotheek boeken in verschillende talen heeft?,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | ARTICLE.De | PRONOUN.2sg-formal-u | SYNTAX.Subordinate-clause
761,Voor luisterboeken en e-boeken hoeft u niet eens uit uw stoel te komen.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.hoeven-neg | VERBCLUSTER.modal-inf | VERBCLUSTER.te-inf | PRONOUN.2sg-formal-u | PARTICLE.eens | NEGATION.niet | NEGATION.hoeven-neg | CONNECTOR.en-additive
762,Die downloadt u thuis.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | NP.Noun-compound | PRONOUN.2sg-formal-u | TOPIC.Daily-life
763,"Als u toch liever naar het Spui komt, kunt u daar aan een leestafel kranten en tijdschriften lezen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | ARTICLE.Het | NP.Adjective-comparative | PRONOUN.2sg-formal-u | PARTICLE.toch | MODALITY.Epistemic-kan | SYNTAX.Subordinate-clause | CONNECTOR.en-additive | DISCOURSE.Formal-register-u
764,"U kunt uit Nederlandse en buitenlandse kranten kiezen, op papier of online.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | CONNECTOR.en-additive | CONNECTOR.of-alternative | DISCOURSE.Formal-register-u | TOPIC.Media-entertainment | TOPIC.Nature-environment
765,Via een app kunt u thuis rustig verder lezen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | NP.Noun-compound | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | DISCOURSE.Formal-register-u | TOPIC.Media-entertainment | TOPIC.Daily-life
766,"De keuze is enorm, want de bibliotheek biedt digitale kranten en tijdschriften in zestig verschillende talen aan.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | DEGREE.Intensifier | CONNECTOR.want-causal | CONNECTOR.en-additive
767,Luistert u liever naar muziek of kijkt u liever naar een film?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | NP.Adjective-comparative | PRONOUN.2sg-formal-u | CONNECTOR.of-alternative | TOPIC.Media-entertainment
768,"U kunt ook films, muziek en games lenen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | CONNECTOR.en-additive | DISCOURSE.Formal-register-u
769,De totale collectie staat op onze website.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1pl
770,"Activiteiten Het hele jaar door organiseert de Centrale Bibliotheek lunchconcerten, cursussen en andere activiteiten.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | CONNECTOR.en-additive
771,Het Taalhuis op de tweede verdieping heeft spreekuur voor mensen die hun Nederlands willen verbeteren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | ARTICLE.De | NP.Demonstrative | PRONOUN.3pl | PRONOUN.Relative-clause | INFSTR.Topicalization-fronting | TOPIC.Education
772,De medewerkers geven taaladviezen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
773,En op dinsdagmiddag vindt daar het Taalcafé plaats.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Noun-compound | INFSTR.Topicalization-fronting
774,In het Taalcafé kunt u samen met anderen Nederlands spreken.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | ARTICLE.Het | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | DISCOURSE.Formal-register-u | TOPIC.Education
775,Het kost niets.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.Indefinite | NEGATION.niets
776,Meer informatie over onze activiteiten vindt u op de website.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-formal-u | PRONOUN.1pl
777,Studeren en werken Is het thuis niet stil en wilt u rustig werken?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | ARTICLE.Het | NP.Noun-compound | PRONOUN.2sg-formal-u | NEGATION.niet | CONNECTOR.en-additive | DISCOURSE.Formal-register-u | TOPIC.Daily-life
778,Dan is de Centrale Bibliotheek een goede plek om te studeren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERBCLUSTER.te-inf | CONNECTOR.om-te-purpose | ARTICLE.De | TOPIC.Education
779,Op de vijfde verdieping zijn speciale studieplekken die een gratis wifi- verbinding hebben.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Demonstrative | PRONOUN.3sg-masc | PRONOUN.Relative-clause
780,"Veel studieplekken hebben een stopcontact, zodat u uw laptop of telefoon kunt opladen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | SYNTAX.Subordinate-clause | CONNECTOR.of-alternative | CONNECTOR.zodat-result
781,Bovendien hebt u direct toegang tot de collectie van de bibliotheek.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-formal-u
782,"Als u geen laptop hebt, kunt u één uur per dag een computer van de bibliotheek gebruiken.",SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | MODAL.kunnen | VERBCLUSTER.modal-inf | ARTICLE.De | PRONOUN.2sg-formal-u | NEGATION.geen | MODALITY.Epistemic-kan | SYNTAX.Subordinate-clause | DISCOURSE.Formal-register-u
783,Dat is gratis voor leden; niet-leden betalen een klein bedrag.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NEGATION.niet | SYNTAX.Subordinate-clause | TOPIC.Finance-admin
